"C","Real-Time Hourly System Load Report"
"C","Filename: rt_hourlysysload_20220101_20220115.csv"
"C","Report for: 01/01/2022 - 01/15/2022"
"C","Report generated: 10/02/2025 11:12:58 EDT"
"H","Date","Hour Ending","Total Load"
"H","Date","HE","MWh"
"D","01/01/2022","01",10889.58
"D","01/01/2022","02",10570.95
"D","01/01/2022","03",10281.23
"D","01/01/2022","04",10095.56
"D","01/01/2022","05",10354.17
"D","01/01/2022","06",10517.55
"D","01/01/2022","07",10631.91
"D","01/01/2022","08",10783.67
"D","01/01/2022","09",11340.6
"D","01/01/2022","10",12041.76
"D","01/01/2022","11",12704.34
"D","01/01/2022","12",13087.78
"D","01/01/2022","13",13205.19
"D","01/01/2022","14",13159.7
"D","01/01/2022","15",13079.45
"D","01/01/2022","16",13176.3
"D","01/01/2022","17",13862.59
"D","01/01/2022","18",14372.51
"D","01/01/2022","19",14080.24
"D","01/01/2022","20",13601.94
"D","01/01/2022","21",13064.68
"D","01/01/2022","22",12454.92
"D","01/01/2022","23",11684.84
"D","01/01/2022","24",11166.48
"D","01/02/2022","01",10391.89
"D","01/02/2022","02",10083.84
"D","01/02/2022","03",9692.94
"D","01/02/2022","04",9503.47
"D","01/02/2022","05",9556.76
"D","01/02/2022","06",9801.49
"D","01/02/2022","07",10237.82
"D","01/02/2022","08",10806.44
"D","01/02/2022","09",11486.6
"D","01/02/2022","10",12161.88
"D","01/02/2022","11",12637.26
"D","01/02/2022","12",13068.97
"D","01/02/2022","13",13401.54
"D","01/02/2022","14",13452.97
"D","01/02/2022","15",13472.19
"D","01/02/2022","16",13703.6
"D","01/02/2022","17",14614.85
"D","01/02/2022","18",15269.3
"D","01/02/2022","19",15094.06
"D","01/02/2022","20",14723.94
"D","01/02/2022","21",14191.97
"D","01/02/2022","22",13484.29
"D","01/02/2022","23",12628.04
"D","01/02/2022","24",12238.17
"D","01/03/2022","01",12048.99
"D","01/03/2022","02",11790.1
"D","01/03/2022","03",11711.89
"D","01/03/2022","04",11838.42
"D","01/03/2022","05",11948.58
"D","01/03/2022","06",12578.09
"D","01/03/2022","07",13798.74
"D","01/03/2022","08",14906.34
"D","01/03/2022","09",15425.47
"D","01/03/2022","10",15742.79
"D","01/03/2022","11",16050.57
"D","01/03/2022","12",16257.58
"D","01/03/2022","13",16346.6
"D","01/03/2022","14",16399.9
"D","01/03/2022","15",16375.44
"D","01/03/2022","16",16587.51
"D","01/03/2022","17",17345.33
"D","01/03/2022","18",17920.25
"D","01/03/2022","19",17645.75
"D","01/03/2022","20",17190.07
"D","01/03/2022","21",16520.07
"D","01/03/2022","22",15646.33
"D","01/03/2022","23",14598.58
"D","01/03/2022","24",13673.97
"D","01/04/2022","01",13112.78
"D","01/04/2022","02",12829.8
"D","01/04/2022","03",12758.29
"D","01/04/2022","04",12817.73
"D","01/04/2022","05",13220.94
"D","01/04/2022","06",14109.6
"D","01/04/2022","07",15575.34
"D","01/04/2022","08",16575.28
"D","01/04/2022","09",16344.1
"D","01/04/2022","10",15409.31
"D","01/04/2022","11",14598.16
"D","01/04/2022","12",14114.91
"D","01/04/2022","13",13919.32
"D","01/04/2022","14",14104.08
"D","01/04/2022","15",14808.45
"D","01/04/2022","16",15853.54
"D","01/04/2022","17",16878.18
"D","01/04/2022","18",17857.96
"D","01/04/2022","19",17695.7
"D","01/04/2022","20",17180.69
"D","01/04/2022","21",16487.05
"D","01/04/2022","22",15569.67
"D","01/04/2022","23",14438.68
"D","01/04/2022","24",13439.66
"D","01/05/2022","01",12773.4
"D","01/05/2022","02",12378.6
"D","01/05/2022","03",12204.74
"D","01/05/2022","04",12202.25
"D","01/05/2022","05",12469.62
"D","01/05/2022","06",13239.74
"D","01/05/2022","07",14541.66
"D","01/05/2022","08",15438.4
"D","01/05/2022","09",15696.31
"D","01/05/2022","10",15724.62
"D","01/05/2022","11",15674.51
"D","01/05/2022","12",16000.56
"D","01/05/2022","13",15773.5
"D","01/05/2022","14",15732.71
"D","01/05/2022","15",15757.18
"D","01/05/2022","16",15842.18
"D","01/05/2022","17",16466.58
"D","01/05/2022","18",16994.4
"D","01/05/2022","19",16620.79
"D","01/05/2022","20",15968.44
"D","01/05/2022","21",15227.22
"D","01/05/2022","22",14543.93
"D","01/05/2022","23",13514.52
"D","01/05/2022","24",12568.38
"D","01/06/2022","01",12193.9
"D","01/06/2022","02",11834.67
"D","01/06/2022","03",11688.42
"D","01/06/2022","04",11741.24
"D","01/06/2022","05",12051.62
"D","01/06/2022","06",12934.24
"D","01/06/2022","07",14347.09
"D","01/06/2022","08",14864.62
"D","01/06/2022","09",14832.48
"D","01/06/2022","10",14344.47
"D","01/06/2022","11",13650.91
"D","01/06/2022","12",13814.65
"D","01/06/2022","13",13966.98
"D","01/06/2022","14",13923.42
"D","01/06/2022","15",14044.53
"D","01/06/2022","16",14790.37
"D","01/06/2022","17",15931.61
"D","01/06/2022","18",16850.9
"D","01/06/2022","19",16708.04
"D","01/06/2022","20",16229.19
"D","01/06/2022","21",15598.19
"D","01/06/2022","22",14750.24
"D","01/06/2022","23",13725.38
"D","01/06/2022","24",12796.03
"D","01/07/2022","01",12147.21
"D","01/07/2022","02",11990.66
"D","01/07/2022","03",11853.58
"D","01/07/2022","04",11885.38
